sentence,causal
"in addition, the original paragraph on meridia stated that public citizen's press release cites deaths and adverse reactions ""associated with the drug.""",1
"(indeed, a dutch spokesman, as cited in a cnn article, said, ""i don't want to sound overly critical, but it's hard to imagine that [the damage caused by katrina] could happen in a western country."")",1
"any illness that results in immobility or having to stay in bed for a long time (eg, stroke, surgery, cancer, heart failure, pneumonia, etc) increases the risk of pressure ulcers",1
other experts on manipulation (9)have published opinions that the risk of stroke from cervical manipulation is two or three more-or-less serious incidents per million treatments,1
"when the company announced the voluntary recall, it made a point of saying that there was little possibility of the products causing any harm or untoward side effects to people using them",1
it is believed that the nursing staff would have detected the asphyxia that caused the cerebral palsy earlier if they had checked the heart rate every 30 minutes,1
"the evidence that hiv causes aids is” clear-cut, exhaustive and unambiguous,” they wrote., and meets the “high­est standards of science.”",1
introduction: infection is a frequent cause of morbidity and mortality in solid organ transplant recipients,1
"vaginal yeast infections are caused by candida albicans, which, along with a few types of bacteria, are normally present in relatively small numbers in your crotch",1
"hepatitis b and c may cause liver infections that can lead to serious complications, including liver cancer, liver failure or death",1
"""it is very important that the iaastd director, authors and bureau stand up for their current draft, which recognises that malnutrition and food shortages are caused by poverty",1
"“breast cancer is the second leading cause of cancer death in women after lung cancer and over two million women have been treated for it in the united states,” said julie goloski, smith & wesson consumer program manager and champion shooter",1
"however, the new bridge has caused problems ever since the bridge was put into service",1
"in the case of bread, fermentation causes the breakdown of the dough (flour and water) which produces carbon dioxide and alcohol, which in turn creates little pockets or holes in the dough, which causes the dough to rise",1
"more info [amoxil] amoxil only c$0.51 for pill amoxil is used to treat many different types of infections caused by bacteria, such as ear infections, bladder infections, pneumonia, gonorrhea, and e. coli or salmonella infection",1
